date_time,load
01/01/2015 00:00,0.15112145000000002
01/01/2015 01:00,0.18023591666666666
01/01/2015 02:00,0.15030136666666666
01/01/2015 03:00,0.14873281666666666
01/01/2015 04:00,0.30369416666666665
01/01/2015 05:00,0.176244
01/01/2015 06:00,0.164145
01/01/2015 07:00,1.1833582166666665
01/01/2015 08:00,0.47267148333333336
01/01/2015 09:00,0.3497563
01/01/2015 10:00,0.5838257666666667
01/01/2015 11:00,1.4289758166666668
01/01/2015 12:00,2.3996945166666666
01/01/2015 13:00,1.53470835
01/01/2015 14:00,0.26375945
01/01/2015 15:00,0.3047754166666667
01/01/2015 16:00,0.4624108333333333
01/01/2015 17:00,2.8183845499999998
01/01/2015 18:00,2.0948582333333334
01/01/2015 19:00,0.7072464666666666
01/01/2015 20:00,1.1139488833333333
01/01/2015 21:00,1.7649113333333333
01/01/2015 22:00,0.8994189166666666
01/01/2015 23:00,0.5386666833333333
02/01/2015 00:00,0.39583263333333335
02/01/2015 01:00,0.4108374166666667
02/01/2015 02:00,0.2912121833333333
02/01/2015 03:00,0.28862626666666663
02/01/2015 04:00,0.17558041666666666
02/01/2015 05:00,0.16601485
02/01/2015 06:00,0.18062993333333335
02/01/2015 07:00,0.2204951
02/01/2015 08:00,0.17261423333333334
02/01/2015 09:00,0.25121965
02/01/2015 10:00,0.21929845
02/01/2015 11:00,0.21535955
02/01/2015 12:00,1.4983156333333334
02/01/2015 13:00,0.3800996833333333
02/01/2015 14:00,0.8382635833333333
02/01/2015 15:00,0.8203800833333333
02/01/2015 16:00,1.4093522333333333
02/01/2015 17:00,1.7079099
02/01/2015 18:00,1.3120920733333332
02/01/2015 19:00,0.61908465
02/01/2015 20:00,0.58366665
02/01/2015 21:00,0.5069453
02/01/2015 22:00,0.4386930833333333
02/01/2015 23:00,0.19632273333333333
03/01/2015 00:00,0.15050481666666665
03/01/2015 01:00,0.21737583333333335
03/01/2015 02:00,0.15040435
03/01/2015 03:00,0.14907591666666667
03/01/2015 04:00,0.23560886666666667
03/01/2015 05:00,1.8528868
03/01/2015 06:00,0.9669034833333333
03/01/2015 07:00,1.09703842
03/01/2015 08:00,0.31144383333333336
03/01/2015 09:00,1.2369107
03/01/2015 10:00,4.015069783333334
03/01/2015 11:00,2.4114066166666666
03/01/2015 12:00,0.2845331
03/01/2015 13:00,0.18661965
03/01/2015 14:00,0.27363068333333335
03/01/2015 15:00,1.4032214316666667
03/01/2015 16:00,1.4410626833333333
03/01/2015 17:00,0.736378
03/01/2015 18:00,1.5962563166666668
03/01/2015 19:00,3.45893335
03/01/2015 20:00,1.2560718666666666
03/01/2015 21:00,0.5753427999999999
03/01/2015 22:00,0.3900293666666667
03/01/2015 23:00,0.6317455166666667
04/01/2015 00:00,0.5873165833333334
04/01/2015 01:00,0.56454715
04/01/2015 02:00,0.5250014000000001
04/01/2015 03:00,0.36652436666666666
04/01/2015 04:00,0.30321936666666666
04/01/2015 05:00,0.3149020833333333
04/01/2015 06:00,0.34994518333333335
04/01/2015 07:00,0.3519295733333333
04/01/2015 08:00,1.566485
04/01/2015 09:00,0.7289654866666666
04/01/2015 10:00,0.4646912166666667
04/01/2015 11:00,0.16738798333333332
04/01/2015 12:00,0.1987402666666667
04/01/2015 13:00,0.7388088666666667
04/01/2015 14:00,0.17592143333333335
04/01/2015 15:00,1.1528572
04/01/2015 16:00,0.8837674166666667
04/01/2015 17:00,1.2677053166666667
04/01/2015 18:00,1.3834400166666667
04/01/2015 19:00,0.7912377166666666
04/01/2015 20:00,0.8166067833333333
04/01/2015 21:00,0.8721121000000001
04/01/2015 22:00,0.8794540666666666
04/01/2015 23:00,0.21605138333333332
05/01/2015 00:00,0.15087805
05/01/2015 01:00,0.18093598333333333
05/01/2015 02:00,0.15054736666666668
05/01/2015 03:00,0.14868496666666667
05/01/2015 04:00,0.16362851666666664
05/01/2015 05:00,0.1662588
05/01/2015 06:00,0.1692747
05/01/2015 07:00,0.3528799333333333
05/01/2015 08:00,0.8427656666666666
05/01/2015 09:00,0.2618431333333333
05/01/2015 10:00,0.1670962
05/01/2015 11:00,0.15873236666666665
05/01/2015 12:00,0.19154036666666666
05/01/2015 13:00,0.17588675
05/01/2015 14:00,0.1669556
05/01/2015 15:00,0.22424316666666666
05/01/2015 16:00,0.24339788333333334
05/01/2015 17:00,0.742686555
05/01/2015 18:00,1.9285938
05/01/2015 19:00,2.479715233333333
05/01/2015 20:00,0.8464589833333334
05/01/2015 21:00,0.8787630166666667
05/01/2015 22:00,4.319273166666666
05/01/2015 23:00,1.3500933833333333
06/01/2015 00:00,0.41060458333333333
06/01/2015 01:00,0.20925158333333332
06/01/2015 02:00,0.15071723333333334
06/01/2015 03:00,0.14876353333333334
06/01/2015 04:00,0.16380243333333333
06/01/2015 05:00,0.16667386666666667
06/01/2015 06:00,0.2551327666666667
06/01/2015 07:00,0.21471621666666665
06/01/2015 08:00,0.16814971666666667
06/01/2015 09:00,0.17928578333333334
06/01/2015 10:00,0.17349785
06/01/2015 11:00,0.16338915
06/01/2015 12:00,1.2816899333333334
06/01/2015 13:00,0.8116778833333333
06/01/2015 14:00,0.16910811666666667
06/01/2015 15:00,0.40878526666666665
06/01/2015 16:00,0.36259179999999996
06/01/2015 17:00,0.39782850000000003
06/01/2015 18:00,1.0515158999999998
06/01/2015 19:00,0.5970550166666667
06/01/2015 20:00,0.7167623833333334
06/01/2015 21:00,0.37354148333333337
06/01/2015 22:00,0.2879304166666667
06/01/2015 23:00,0.18196866666666667
07/01/2015 00:00,0.15120988333333332
07/01/2015 01:00,0.18085944999999998
07/01/2015 02:00,0.15044055
07/01/2015 03:00,0.16095078333333335
07/01/2015 04:00,0.32853093333333333
07/01/2015 05:00,0.17610108333333332
07/01/2015 06:00,0.27641336666666666
07/01/2015 07:00,1.1316144
07/01/2015 08:00,0.16800285
07/01/2015 09:00,0.22449921666666667
07/01/2015 10:00,0.22510011666666668
07/01/2015 11:00,0.15857903333333334
07/01/2015 12:00,0.1885577
07/01/2015 13:00,1.4013588000000001
07/01/2015 14:00,1.2906236
07/01/2015 15:00,1.4886953333333333
07/01/2015 16:00,0.5223538566666667
07/01/2015 17:00,0.6654005833333333
07/01/2015 18:00,1.6299976333333333
07/01/2015 19:00,0.6817249000000001
07/01/2015 20:00,0.6773856166666667
07/01/2015 21:00,0.6532012
07/01/2015 22:00,0.4340483
07/01/2015 23:00,0.3048319166666667
